lat,lng,total,white,black,native,asian,pi,other,multiple,hispanic
47.545668,-122.3815529,29,26,2,0,0,0,0,1,0
47.5457064,-122.3808717,36,29,2,0,2,0,0,1,2
47.5420021,-122.3785392,69,61,0,0,0,0,0,7,1
47.5421292,-122.3799247,61,51,1,0,2,0,2,4,1
47.5403464,-122.3798368,30,28,0,0,1,0,0,0,1
47.5402015,-122.3778231,24,19,0,0,4,0,0,1,0
47.5419586,-122.3771842,58,38,0,1,5,1,0,5,8
47.5402646,-122.3812488,33,32,0,0,0,0,0,0,1
47.5512056,-122.3823834,80,51,4,0,6,0,0,10,9
47.551159,-122.383656,50,42,0,0,3,0,0,0,5
47.551176,-122.3849555,56,49,1,1,2,0,0,0,3
47.5511941,-122.386336,152,116,12,0,7,0,0,5,12
47.5493849,-122.3863888,99,81,0,0,11,0,0,6,1
47.549367,-122.385008,58,52,4,0,0,0,0,2,0
47.54935,-122.3837084,104,73,4,0,10,1,0,6,10
47.5492838,-122.3823745,76,50,9,0,7,0,0,7,3
47.5475409,-122.3837603,103,72,6,2,6,0,0,12,5
47.547558,-122.38506,61,45,2,0,0,0,0,1,13
47.5475761,-122.3864407,104,70,5,1,5,0,0,6,17
47.5475248,-122.3824658,98,80,2,1,4,0,1,6,4
47.545713,-122.3825071,63,55,1,0,2,0,0,2,3
47.5453895,-122.3836778,23,17,0,1,3,0,0,0,2
47.5461685,-122.3839474,15,10,0,0,0,0,0,0,5
47.5459463,-122.3851161,99,67,10,0,4,0,0,3,15
47.5458313,-122.386495,249,140,33,9,16,3,1,14,33
47.5450521,-122.3850236,4,1,0,0,1,0,1,1,0
47.5439552,-122.3864974,65,37,6,0,3,0,0,3,16
47.5438841,-122.3825244,56,53,0,0,1,0,0,1,1
47.5439046,-122.3838165,72,64,0,0,3,0,0,3,2
47.5439248,-122.3851157,119,91,6,0,11,0,0,6,5
47.5424229,-122.3850904,35,27,1,1,1,0,0,4,1
47.5415891,-122.3860334,265,216,8,0,18,0,0,15,8
47.5426997,-122.3886322,62,51,1,0,2,0,0,6,2
47.5439236,-122.3879442,96,75,7,1,0,0,0,6,7
47.5416142,-122.3838283,76,68,1,0,1,0,0,3,3
47.5420914,-122.3825407,54,47,0,0,0,0,0,0,7
47.5406317,-122.382564,41,38,1,0,0,0,0,1,1
47.5410967,-122.3887247,77,72,0,0,1,0,0,4,0
47.5418915,-122.3886438,71,57,0,0,4,0,0,3,7
47.5402419,-122.3889077,9,4,0,0,4,0,0,1,0
47.5459394,-122.3879755,62,41,6,0,2,0,2,4,7
47.5455116,-122.3899717,114,97,3,0,4,0,0,7,3
47.5459227,-122.3919783,52,49,0,1,0,0,0,1,1
47.546288,-122.3933362,36,27,0,0,0,0,0,5,4
47.5454101,-122.3938681,22,17,4,0,0,0,0,0,1
47.5453961,-122.3929831,13,13,0,0,0,0,0,0,0
47.5437655,-122.3926902,101,83,0,4,11,0,0,2,1
47.542751,-122.3927883,9,9,0,0,0,0,0,0,0
47.5437197,-122.391232,15,10,0,0,0,0,0,2,3
47.5427088,-122.3905616,16,13,0,1,0,0,0,0,2
47.5437524,-122.3904298,21,18,0,0,0,0,0,1,2
47.5445124,-122.3906052,15,15,0,0,0,0,0,0,0
47.5420093,-122.3919931,27,26,0,1,0,0,0,0,0
47.541692,-122.3947627,69,58,2,0,3,0,1,2,3
47.5406726,-122.393776,172,153,5,2,3,0,0,6,3
47.5402867,-122.3933409,6,6,0,0,0,0,0,0,0
47.5408802,-122.3922545,34,29,0,0,2,0,0,2,1
47.5412031,-122.3907652,32,27,1,0,1,0,0,1,2
47.5419187,-122.3903069,14,8,0,0,1,0,0,2,3
47.5400792,-122.3922419,44,40,0,0,0,0,0,0,4
47.5401271,-122.3909542,16,15,0,0,1,0,0,0,0
47.5437987,-122.389327,29,29,0,0,0,0,0,0,0
47.5592408,-122.401263,126,117,0,0,1,0,0,6,2
47.5602298,-122.4037947,29,27,2,0,0,0,0,0,0
47.5551791,-122.4004398,139,116,3,0,15,0,0,4,1
47.5558522,-122.3991869,73,56,1,0,7,0,0,5,4
47.5566004,-122.398454,36,33,2,0,0,0,0,0,1
47.5554659,-122.39632,34,26,1,0,1,0,0,6,0
47.55478,-122.396204,33,20,0,1,4,0,0,5,3
47.5476669,-122.3984801,88,82,1,0,2,0,0,3,0
47.5424451,-122.397373,71,66,0,0,3,0,0,2,0
47.5434027,-122.3960717,83,67,0,0,7,0,0,2,7
47.5476919,-122.3967392,206,185,0,1,8,0,0,6,6
47.5458784,-122.395583,32,28,0,0,3,0,0,0,1
47.5525734,-122.3974382,32,31,0,1,0,0,0,0,0
47.5531949,-122.395759,41,36,0,1,2,1,0,0,1
47.551239,-122.3957785,23,23,0,0,0,0,0,0,0
47.5512419,-122.3944056,64,58,0,0,0,0,0,4,2
47.5512219,-122.3930784,62,43,0,0,2,0,0,9,8
47.5494208,-122.3931274,57,49,0,3,0,0,0,3,2
47.5494372,-122.3944561,53,48,1,0,0,0,1,0,3
47.5476823,-122.3945,52,48,1,0,0,0,0,3,0
47.5476654,-122.3931798,76,63,0,0,7,0,0,5,1
47.5440417,-122.3947055,30,29,0,0,1,0,0,0,0
47.5454153,-122.394771,12,10,0,0,1,0,0,1,0
47.5463532,-122.3946351,22,20,2,0,0,0,0,0,0
47.5512144,-122.3878068,124,88,10,0,3,1,0,5,17
47.5512334,-122.3891972,70,65,1,0,2,0,0,1,1
47.5512504,-122.3904873,61,56,0,0,1,0,0,4,0
47.5512709,-122.3917732,50,50,0,0,0,0,0,0,0
47.5494569,-122.3918182,49,44,0,0,0,0,0,4,1
47.5494409,-122.3905392,48,43,0,0,2,0,0,2,1
47.5494233,-122.3892496,62,49,7,1,0,0,0,2,3
47.5494045,-122.3878595,142,112,7,1,11,0,1,5,5
47.5475953,-122.387912,130,95,11,2,3,0,0,6,13
47.547614,-122.3893025,63,55,0,0,2,0,0,3,3
47.5476311,-122.3905923,51,45,0,0,4,0,0,1,1
47.5476485,-122.3918719,38,27,0,0,6,3,0,1,1
47.5528145,-122.362368,80,39,13,1,21,0,0,4,2
47.5528233,-122.3636463,95,56,9,1,9,5,1,4,10
47.5528373,-122.3649368,103,40,4,0,36,3,0,8,12
47.5518915,-122.3670019,61,31,4,1,8,0,0,4,13
47.5520789,-122.369388,35,29,0,0,6,0,0,0,0
47.5450729,-122.3675013,189,23,100,0,37,4,0,18,7
47.550011,-122.3694643,92,9,44,0,20,1,0,5,13
47.5482759,-122.364301,246,59,84,0,51,11,0,13,28
47.5510151,-122.3636698,67,33,4,0,8,0,0,4,18
47.5510034,-122.3623867,79,19,9,0,35,1,0,3,12
47.5510232,-122.3649556,55,26,8,1,14,0,0,5,1
47.5453509,-122.3651316,142,74,14,4,11,0,0,7,32
47.5414926,-122.3640025,82,45,9,0,8,0,0,5,15
47.5403897,-122.3625253,48,15,6,0,14,4,0,3,6
47.5440285,-122.3632448,118,41,1,0,41,1,4,8,22
47.5435809,-122.3619753,181,34,35,1,76,0,0,9,26
47.5406073,-122.3614677,444,90,156,5,56,6,1,19,111
47.5433785,-122.3704561,39,2,33,0,2,0,0,0,2
47.5407671,-122.3706969,94,28,45,0,6,2,0,4,9
47.5395744,-122.3682973,16,15,0,0,1,0,0,0,0
47.5382789,-122.370504,64,46,6,1,0,0,0,9,2
47.5381524,-122.3693835,38,31,0,0,0,1,0,0,6
47.5383172,-122.3682457,28,28,0,0,0,0,0,0,0
47.5398338,-122.3672049,38,34,0,0,4,0,0,0,0
47.5394827,-122.3671251,49,40,0,0,3,0,0,4,2
47.5364362,-122.3678239,40,35,2,0,1,1,0,0,1
47.5364676,-122.3639335,50,34,8,0,2,0,0,1,5
47.5361949,-122.3667895,16,15,1,0,0,0,0,0,0
47.53612,-122.3661308,9,6,0,1,2,0,0,0,0
47.5346788,-122.3637711,246,56,136,4,11,7,4,10,18
47.5345012,-122.3619125,123,38,41,0,18,0,0,6,20
47.5345904,-122.3673179,180,95,32,5,15,0,0,13,20
47.5346261,-122.3691477,48,35,2,0,6,0,0,4,1
47.5364329,-122.3691538,61,48,1,0,3,0,0,0,9
47.5364547,-122.3705001,59,37,6,0,4,0,0,6,6
47.5346313,-122.3705038,46,37,1,1,2,0,0,2,3
47.534667,-122.3652532,24,10,0,0,11,0,0,3,0
47.5528584,-122.3702819,44,30,0,0,7,0,0,3,4
47.5528466,-122.3716068,67,37,12,1,6,0,0,6,5
47.5528096,-122.3723777,1,0,0,0,0,0,0,1,0
47.5519126,-122.3736682,186,116,22,7,20,0,0,2,19
47.5528741,-122.3756225,81,63,7,0,6,0,0,2,3
47.5510456,-122.3756707,82,48,10,1,11,0,0,2,10
47.5510447,-122.3716229,33,24,4,0,3,0,0,0,2
47.5503174,-122.3706626,11,4,0,0,7,0,0,0,0
47.5492271,-122.3756807,76,41,12,1,15,0,0,3,4
47.5492206,-122.3743409,69,44,13,0,5,0,0,2,5
47.5491828,-122.3729506,200,30,65,0,67,9,0,7,22
47.5489801,-122.3704083,282,174,45,1,26,7,1,6,22
47.5490382,-122.3718847,16,13,3,0,0,0,0,0,0
47.5499797,-122.3700179,16,0,9,0,7,0,0,0,0
47.547615,-122.3698212,21,9,0,0,8,0,0,0,4
47.5476747,-122.3706072,70,14,20,1,18,6,0,5,6
47.5475832,-122.3714966,123,35,69,0,12,3,0,0,4
47.5474487,-122.3742607,381,91,155,6,91,0,0,20,18
47.5463175,-122.3710938,100,18,40,6,1,1,0,4,30
47.5464305,-122.3702042,103,13,60,0,13,0,0,0,17
47.5466295,-122.369338,108,12,38,0,18,0,0,10,30
47.545293,-122.3688888,91,0,73,1,9,0,0,8,0
47.5451694,-122.3697805,118,1,93,0,5,6,0,9,4
47.5450334,-122.3706782,80,0,70,0,6,0,0,3,1
47.5465132,-122.3736443,88,20,17,1,39,0,0,1,10
47.54392,-122.3703846,87,16,61,0,0,0,1,4,5
47.5439905,-122.369403,51,0,45,0,0,6,0,0,0
47.5454987,-122.3735995,50,48,0,0,0,0,0,0,2
47.5456066,-122.3747193,106,45,27,1,22,0,0,4,7
47.5455915,-122.3757354,93,45,29,1,9,0,0,2,7
47.5437677,-122.375793,202,58,72,2,8,2,2,20,38
47.5437594,-122.3747591,65,35,4,1,8,10,0,5,2
47.543758,-122.3740892,114,1,95,1,12,0,0,5,0
47.5436884,-122.3731055,176,4,143,0,7,3,3,6,10
47.5436301,-122.3717588,77,13,46,1,11,0,0,4,2
47.5419474,-122.3758406,67,48,0,5,5,0,0,5,4
47.5409465,-122.3736084,121,0,88,0,18,15,0,0,0
47.5401252,-122.3758869,23,19,0,0,3,0,0,0,1
47.5497798,-122.3487843,77,36,2,0,35,0,0,2,2
47.5574173,-122.3575566,81,60,8,1,3,0,0,1,8
47.5565291,-122.3556262,7,7,0,0,0,0,0,0,0
47.5521257,-122.3523928,37,17,0,2,3,8,3,3,1
47.5440364,-122.3498751,226,96,9,1,82,1,0,12,25
47.5409653,-122.3520754,103,65,3,0,24,1,2,6,2
47.5409685,-122.3509277,97,72,3,0,5,0,0,4,13
47.5386526,-122.3527134,113,52,15,1,30,0,0,9,6
47.5371443,-122.3485373,32,18,10,0,0,0,0,4,0
47.5377498,-122.3527278,87,64,0,0,9,0,0,3,11
47.5363967,-122.3527507,160,86,10,1,53,2,0,7,1
47.5347708,-122.349891,34,23,5,0,4,0,0,2,0
47.5348142,-122.3510804,70,19,34,0,6,0,0,4,7
47.5348682,-122.3522434,43,21,7,0,9,0,0,4,2
47.5346919,-122.3533763,57,24,3,0,28,0,0,0,2
47.534587,-122.3544691,56,38,2,0,2,9,0,5,0
47.5344351,-122.3481908,78,57,0,2,3,6,0,5,5
47.5483727,-122.3584625,117,69,12,2,19,0,0,4,11
47.5429154,-122.3583975,180,96,7,0,43,0,2,16,16
47.5447162,-122.3560249,208,60,17,0,103,9,0,6,13
47.5390905,-122.3596507,23,9,6,0,3,0,0,1,4
47.5419782,-122.3603714,76,17,28,4,0,0,4,12,11
47.5446405,-122.360399,107,48,15,0,33,0,0,7,4
47.5457197,-122.3616696,40,9,1,3,17,0,0,1,9
47.5373436,-122.3561173,238,96,21,1,107,0,1,5,7
47.540992,-122.3555307,123,43,16,0,51,1,0,2,10
47.5409943,-122.3566636,126,73,1,6,23,0,0,9,14
47.5372697,-122.3576246,26,13,1,0,11,0,0,0,1
47.5350586,-122.3561901,43,23,0,0,13,0,2,2,3
47.5595453,-122.3610683,33,32,0,0,0,0,0,0,1
47.5583757,-122.3622632,103,50,19,0,8,8,0,6,12
47.5583735,-122.3635775,121,47,31,2,3,2,2,7,27
47.5583881,-122.3648871,61,31,6,0,13,0,1,0,10
47.5563918,-122.3649084,95,43,7,1,34,0,1,3,6
47.5564057,-122.3658771,42,26,0,0,7,0,0,0,9
47.5545259,-122.3649324,24,16,1,0,7,0,0,0,0
47.5555977,-122.3636109,163,61,34,1,31,1,0,13,22
47.5545855,-122.3612306,352,207,32,2,38,8,0,28,37
47.5551205,-122.3592919,125,54,12,0,31,2,0,5,21
47.554722,-122.3576729,60,24,1,0,32,0,0,0,3
47.5547241,-122.356498,51,25,5,0,16,0,0,2,3
47.5548347,-122.3553499,63,41,2,0,9,0,0,6,5
47.5519053,-122.3553776,124,38,26,1,45,0,0,8,6
47.5519122,-122.356519,126,52,9,0,43,13,0,2,7
47.5519535,-122.3585169,135,58,30,4,34,0,0,7,2
47.5489689,-122.3604158,39,21,7,0,8,0,0,3,0
47.5483562,-122.3559785,214,122,8,1,44,3,0,19,17
47.544789,-122.3192399,67,41,2,3,3,2,0,5,11
47.5449524,-122.3203478,67,38,0,3,11,0,0,5,10
47.5451279,-122.3215389,11,7,0,0,3,0,0,0,1
47.5428442,-122.322274,263,139,28,1,56,0,2,14,23
47.5426685,-122.321083,128,88,7,4,0,0,0,10,19
47.5425052,-122.3199752,89,58,3,0,15,0,0,1,12
47.540208,-122.3207253,41,30,0,0,8,0,0,0,3
47.5403528,-122.3218132,35,20,0,0,7,0,0,0,8
47.5407329,-122.3229063,28,19,0,1,2,0,0,2,4
47.5521757,-122.3219215,18,17,0,0,0,0,0,0,1
47.5536857,-122.3247432,2,2,0,0,0,0,0,0,0
47.5545383,-122.3332975,12,12,0,0,0,0,0,0,0
47.5545207,-122.3302316,3,2,0,0,1,0,0,0,0
47.5537637,-122.3289568,6,6,0,0,0,0,0,0,0
47.5537795,-122.3316562,2,0,2,0,0,0,0,0,0
47.553053,-122.331664,4,4,0,0,0,0,0,0,0
47.5530452,-122.3302462,3,3,0,0,0,0,0,0,0
47.5537574,-122.3276224,4,0,3,0,0,0,0,1,0
47.5537485,-122.3261393,6,6,0,0,0,0,0,0,0
47.5522752,-122.328957,4,4,0,0,0,0,0,0,0
47.5522834,-122.330254,6,3,0,1,0,0,0,1,1
47.5522917,-122.3316734,3,3,0,0,0,0,0,0,0
47.5523015,-122.3333097,9,8,0,0,0,0,0,0,1
47.5514972,-122.3333141,10,10,0,0,0,0,0,0,0
47.5514869,-122.331681,5,5,0,0,0,0,0,0,0
47.5511698,-122.3234331,41,34,0,0,2,0,0,0,5
47.5503897,-122.3217661,37,34,0,0,1,0,0,0,2
47.5508471,-122.3195044,11,7,0,0,0,0,0,0,4
47.5508394,-122.3287549,2,2,0,0,0,0,0,0,0
47.5467697,-122.3290013,66,32,25,4,1,0,1,0,3
47.5469922,-122.3273246,1,1,0,0,0,0,0,0,0
47.549469,-122.3221117,23,23,0,0,0,0,0,0,0
47.5495191,-122.3191916,5,4,1,0,0,0,0,0,0
47.5466606,-122.3210384,38,32,0,1,1,0,0,0,4
47.5490405,-122.3190756,3,2,0,0,1,0,0,0,0
47.5484547,-122.3167697,22,19,1,0,0,0,0,0,2
47.5477911,-122.3151364,26,10,2,0,1,1,0,0,12
47.5467518,-122.3139725,30,24,3,0,0,0,0,2,1
47.5463642,-122.3151083,18,7,7,1,1,0,1,1,0
47.5463935,-122.3173097,15,10,0,0,3,0,0,0,2
47.5466187,-122.3186338,56,34,6,0,2,1,0,1,12
47.5465901,-122.3197985,66,42,2,0,6,0,0,0,16
47.5430853,-122.3328182,1,0,0,0,0,0,0,0,1
47.5452598,-122.2909047,91,3,4,0,65,0,0,7,12
47.5452504,-122.2920629,70,10,21,0,36,0,0,2,1
47.5432982,-122.2913366,112,9,33,1,61,0,0,3,5
47.5407157,-122.2877597,193,73,21,0,65,0,0,16,18
47.5393509,-122.2890449,298,52,113,2,96,0,0,13,22
47.5417619,-122.2894739,33,21,3,0,5,0,0,0,4
47.5415742,-122.2885503,57,30,10,0,14,0,0,2,1
47.5379708,-122.2853809,304,6,125,3,145,1,0,13,11
47.5442461,-122.2876327,476,53,69,0,302,2,0,14,36
47.5414742,-122.2840787,117,1,16,0,79,0,0,3,18
47.5415533,-122.2855418,106,0,0,0,69,10,0,12,15
47.5396938,-122.2852438,252,115,75,3,36,1,0,12,10
47.5397949,-122.283466,67,5,33,0,26,0,0,2,1
47.5379714,-122.2840542,86,30,26,0,1,0,0,11,18
47.5365985,-122.2821842,31,0,19,0,12,0,0,0,0
47.5366105,-122.2840184,91,0,68,1,20,0,0,1,1
47.536719,-122.2856592,97,4,30,0,43,6,0,7,7
47.536474,-122.2883895,174,18,29,2,122,0,0,1,2
47.5357776,-122.2813795,5,0,5,0,0,0,0,0,0
47.5342257,-122.2802022,12,6,5,0,1,0,0,0,0
47.534771,-122.2813489,156,2,116,0,29,0,0,1,8
47.5354732,-122.2830529,146,9,105,0,24,0,0,3,5
47.5358457,-122.2838501,26,1,4,0,21,0,0,0,0
47.5342713,-122.284613,140,36,14,0,64,0,2,16,8
47.5334493,-122.2859318,119,10,20,0,72,0,1,5,11
47.5348152,-122.2891306,27,4,0,0,20,0,0,1,2
47.5340744,-122.2876374,74,9,20,1,43,0,0,0,1
47.5333989,-122.2875202,78,8,10,0,51,0,0,7,2
47.5323639,-122.2872065,138,3,11,1,105,0,2,8,8
47.534055,-122.2830255,141,12,76,0,31,0,0,14,8
47.5325074,-122.2822597,196,15,99,0,59,9,0,11,3
47.5329837,-122.2824776,76,1,58,0,10,0,0,2,5
47.5329874,-122.281734,48,1,13,0,27,0,0,1,6
47.533762,-122.2813283,93,0,52,0,38,0,0,0,3
47.5329852,-122.2810311,28,0,23,0,4,0,0,0,1
47.5329363,-122.2797133,114,9,35,0,46,2,0,0,22
47.5323458,-122.2796363,28,3,0,0,22,0,0,1,2
47.531851,-122.2795431,103,6,16,0,66,0,0,7,8
47.53184,-122.2819584,131,5,63,1,39,12,0,6,5
47.5462037,-122.3061921,24,4,11,0,4,0,0,0,5
47.5451704,-122.3095543,5,5,0,0,0,0,0,0,0
47.5448291,-122.3048282,40,10,4,0,15,0,0,3,8
47.5380997,-122.2981222,67,10,11,0,45,0,0,1,0
47.5417102,-122.3022874,36,2,4,0,30,0,0,0,0
47.5381036,-122.2931289,179,0,16,0,156,5,0,0,2
47.5378325,-122.2907181,50,5,6,0,39,0,0,0,0
47.5362049,-122.2906172,49,11,8,0,12,0,0,8,10
47.5366282,-122.2919769,60,3,6,1,48,0,0,2,0
47.5359118,-122.2939932,148,14,16,0,98,8,0,12,0
47.5335667,-122.2924754,190,13,26,0,133,0,1,6,11
47.5340959,-122.2915675,97,5,21,0,58,0,0,13,0
47.5348233,-122.2926138,78,17,14,0,37,1,0,7,2
47.5452611,-122.2931227,40,2,0,1,33,0,0,0,4
47.5452817,-122.294208,73,0,0,0,73,0,0,0,0
47.545306,-122.2952903,81,0,17,0,50,0,0,0,14
47.5434965,-122.2932162,121,8,23,0,88,0,1,1,0
47.543883,-122.293932,72,2,50,0,16,0,0,4,0
47.5438892,-122.2944867,82,0,51,0,25,0,0,3,3
47.5436886,-122.295029,64,1,45,0,13,0,0,2,3
47.5436943,-122.2955687,70,3,13,0,44,0,0,2,8
47.5435251,-122.2963663,104,13,11,6,61,0,0,3,10
47.5442801,-122.2983273,32,2,0,0,25,0,0,2,3
47.5438525,-122.2982457,39,5,10,0,23,0,0,1,0
47.5431613,-122.2981498,67,13,3,0,46,0,0,5,0
47.542305,-122.2978364,39,0,1,0,38,0,0,0,0
47.5410065,-122.2959064,237,19,4,0,202,0,0,9,3
47.5424704,-122.2953024,31,0,18,0,9,0,0,0,4
47.5410221,-122.2946418,103,0,81,0,13,9,0,0,0
47.5418179,-122.2955636,39,5,1,0,33,0,0,0,0
47.5405198,-122.294355,86,1,61,0,13,0,0,5,6
47.5406635,-122.2972514,47,5,0,0,32,0,0,5,5
47.5414096,-122.2981547,71,5,8,0,54,0,0,2,2
47.5395416,-122.2935964,54,32,3,0,9,0,0,10,0
47.5405227,-122.2923928,75,12,47,0,12,0,0,3,1
47.5410147,-122.2920538,124,5,92,1,12,0,0,12,2
47.5416126,-122.29232,106,2,82,0,18,0,0,2,2
47.5420899,-122.2926357,77,0,36,1,40,0,0,0,0
47.5424621,-122.2927334,60,5,31,0,24,0,0,0,0
47.5424689,-122.2942032,48,0,39,0,9,0,0,0,0
47.5430314,-122.2942074,45,0,30,0,6,0,0,2,7
47.5428241,-122.2952964,37,2,16,0,14,0,0,2,3
47.5401304,-122.2908301,26,10,0,0,16,0,0,0,0
47.5405163,-122.2909602,41,0,28,0,13,0,0,0,0
47.5410209,-122.2935816,17,0,2,1,13,0,0,1,0
47.5417503,-122.2938406,29,1,18,0,8,0,0,2,0
47.5418087,-122.2944688,59,0,40,0,14,0,0,3,2
47.5418086,-122.295026,26,4,0,0,20,0,0,1,1
47.5457843,-122.2963559,34,4,11,0,18,0,0,0,1
47.5458489,-122.298538,99,5,4,0,81,0,0,3,6
47.5458588,-122.3013948,75,5,6,2,50,0,0,4,8
47.5459138,-122.3036636,101,17,3,0,67,0,0,10,4
47.5445167,-122.3031681,119,15,12,0,82,0,0,3,7
47.5447891,-122.3012199,81,6,6,0,50,0,0,9,10
47.5449329,-122.2983744,76,15,2,2,46,0,0,1,10
47.5448515,-122.2963572,28,10,6,0,8,0,0,4,0
47.5426756,-122.3017663,207,18,7,5,162,0,0,8,7
47.5439197,-122.3010932,54,14,1,0,35,0,0,1,3
47.5404418,-122.2993003,97,9,15,0,62,2,0,7,2
47.5398427,-122.299926,29,0,14,0,9,0,0,2,4
47.5419829,-122.3000152,106,12,28,0,52,1,1,8,4
47.5398159,-122.298131,13,1,3,0,9,0,0,0,0
47.5392766,-122.2979224,15,6,2,0,7,0,0,0,0
47.5446807,-122.2748834,17,2,4,0,10,0,0,1,0
47.5430839,-122.274198,213,18,147,1,34,9,0,2,2
47.5437674,-122.2748514,32,1,9,0,16,0,0,5,1
47.5421846,-122.2728952,2,0,0,0,0,0,0,0,2
47.5414744,-122.273816,306,51,196,0,30,0,0,19,10
47.5402288,-122.2733006,107,10,39,0,34,9,0,8,7
47.5386713,-122.2716586,157,35,29,1,75,0,2,7,8
47.5372904,-122.2714976,53,4,13,1,28,0,0,0,7
47.5415714,-122.2759173,58,8,23,0,14,0,0,4,9
47.5415636,-122.27728,24,4,1,0,18,0,0,1,0
47.5402303,-122.27672,100,6,22,0,70,0,0,2,0
47.5397783,-122.2794315,139,14,13,0,102,0,0,10,0
47.5398461,-122.2816787,49,1,5,0,31,1,0,3,8
47.5379694,-122.2800812,17,2,6,0,2,0,0,1,6
47.5379727,-122.2787288,27,3,3,0,15,0,0,0,6
47.5379751,-122.2773753,64,13,17,0,32,0,0,1,1
47.5393394,-122.2767118,65,2,21,0,35,7,0,0,0
47.5393459,-122.2739982,100,11,30,0,44,0,0,15,0
47.538597,-122.2739958,64,5,8,0,45,0,0,1,5
47.5379751,-122.2760215,68,6,26,1,31,0,0,1,3
47.537963,-122.2739932,71,13,40,0,17,0,1,0,0
47.5372851,-122.2739875,80,16,21,0,32,0,0,5,6
47.536223,-122.2800939,84,0,12,0,54,8,0,7,3
47.5361277,-122.2780451,9,1,2,2,1,0,0,0,3
47.5361272,-122.2760383,84,9,21,0,43,0,0,3,8
47.5364286,-122.2739935,134,4,35,0,59,6,0,1,29
47.5353103,-122.2739883,116,24,9,0,65,0,0,8,10
47.5341822,-122.2739834,86,26,10,0,31,1,0,7,11
47.5342837,-122.2759278,64,4,24,0,33,0,0,0,3
47.5343217,-122.2778331,215,29,66,0,71,7,9,18,15
47.53452,-122.279541,100,3,3,1,77,0,0,0,16
47.5331433,-122.2739846,98,21,12,2,48,0,0,12,3
47.5320933,-122.2739898,83,8,12,0,45,0,0,7,11
47.5324876,-122.2769556,224,20,66,0,121,0,1,5,11
47.545551,-122.2768027,43,13,2,0,18,10,0,0,0
47.5455529,-122.2794956,61,13,14,0,31,0,0,0,3
47.5456436,-122.2820906,71,6,15,0,45,0,0,2,3
47.5456717,-122.2840991,41,3,13,0,24,0,1,0,0
47.544954,-122.2840947,57,0,0,0,38,11,0,0,8
47.5449338,-122.2820803,62,10,7,0,37,0,0,8,0
47.5446648,-122.2794826,45,7,15,1,18,0,0,3,1
47.544683,-122.2767648,82,14,16,0,43,0,0,4,5
47.5437922,-122.2767559,77,15,11,0,51,0,0,0,0
47.5437792,-122.2789505,51,10,6,0,34,1,0,0,0
47.543327,-122.2802827,82,5,19,0,51,1,0,6,0
47.5442247,-122.2820661,52,11,8,0,26,0,0,4,3
47.5442582,-122.2839972,29,1,5,0,22,0,0,1,0
47.5435583,-122.2838288,28,0,6,0,20,0,0,2,0
47.5435155,-122.2820517,65,13,8,0,32,0,1,0,11
47.5428037,-122.282044,80,6,21,0,44,5,1,3,0
47.5417198,-122.2830467,7,1,3,0,0,0,0,2,1
47.5415542,-122.281723,95,3,28,0,51,7,0,0,6
47.5419982,-122.2794678,65,16,15,0,22,6,0,3,3
47.5428896,-122.2789364,42,17,8,0,13,0,0,3,1
47.5429012,-122.2767472,65,12,2,0,46,0,0,5,0
47.5411099,-122.279454,80,2,10,0,63,0,0,2,3
47.5440462,-122.2600688,89,78,0,0,5,0,0,1,5
47.544855,-122.2579533,7,7,0,0,0,0,0,0,0
47.5408717,-122.2629047,115,92,4,0,15,0,0,3,1
47.540056,-122.264023,22,21,1,0,0,0,0,0,0
47.5433378,-122.2630858,90,64,5,0,14,0,0,7,0
47.5450382,-122.2626182,54,37,4,0,9,0,0,0,4
47.5451816,-122.2655375,116,76,19,0,6,0,0,5,10
47.5433925,-122.265753,77,65,3,0,6,0,0,2,1
47.542042,-122.2659592,48,32,8,0,4,0,0,3,1
47.541185,-122.2650369,14,5,4,0,5,0,0,0,0
47.541177,-122.2663305,37,29,0,0,7,0,0,0,1
47.5397081,-122.2657058,83,57,9,0,7,0,0,6,4
47.5379287,-122.2659275,126,87,12,1,11,0,2,12,1
47.5379284,-122.2633605,24,13,0,0,5,4,0,0,2
47.5336116,-122.2652302,223,205,5,0,4,0,0,6,3
47.5362131,-122.266465,49,34,0,1,2,0,0,5,7
47.5362556,-122.264157,38,32,2,0,3,0,0,0,1
47.5451714,-122.2685172,63,39,0,0,16,2,2,1,3
47.5451655,-122.2718011,232,96,23,0,89,5,0,5,14
47.5453664,-122.2743821,311,9,60,1,172,0,2,7,60
47.54338,-122.2685295,100,78,8,0,10,0,0,3,1
47.543496,-122.2710568,120,58,27,0,25,0,0,2,8
47.5438618,-122.2732098,91,9,58,0,19,0,2,0,3
47.5429627,-122.2723374,111,7,0,0,28,6,0,4,66
47.541671,-122.2710798,136,18,39,0,41,0,0,12,26
47.5420362,-122.2685375,60,29,17,0,8,0,0,6,0
47.5411408,-122.2685428,55,43,2,1,6,0,0,2,1
47.53643,-122.271399,202,8,60,4,92,0,0,11,27
47.5353154,-122.2713159,345,15,63,1,148,0,1,11,106
47.5341836,-122.2713169,140,30,35,1,29,9,0,5,31
47.5331417,-122.2713189,97,18,15,0,50,0,0,3,11
47.532098,-122.2713293,112,13,21,1,44,0,1,3,29
47.5403329,-122.2667846,11,10,0,0,1,0,0,0,0
